,puuid
59,iL639i31CBG7JanSRsL1OErAbjcAXmWQF-jaMGq9DEhjHLm7fJQJLCibJbz9aYAqAjZshuRESgaGEA
60,zDTJj48U89EKEwSLW_PFOCNhj-wEPjLNq4MHxhP1fNWpAn92URGXAFaOnKRYRpgnDI11gkXdLhhnBg
61,MUlGQQ9NhCc7Y00xk-_0KqdEgiq6kL7KpyMKf3yM-kGDq0R1wbEo8GNcNnmbR3JRVJPgtPV3kvwbow
62,WS3TtJfzAh-tEjveJ6sMOHB8afTmH8OP7MS-zOvnJfPKoEujdDK-4DBF_bDg4-Wkoe2g8_2Ra6kmTA
63,_0tpNfIsUukQ_ysy18jVI5Y0J_Fp6_Bcj_UPVg-Do33t3RGFs9_0ekj2GhZtWu947_2poea8Rpah3A
64,ZfXnuGyArt8jLOF4ImD3UH8hMWXkFkFwH7JnyuyqkQGAMZGIIhJ-u8nLYeAbkzHx5-sUgUbLUMkrVg
65,5ExAvu67-frXyE27TPu7o3KASaAZPMSiCJ7GHoa0DTpGx6DTCRxV_yoO-6kNCtPIRSQnxx1kpTlSww
66,OY7GGA7OkrurvPdW53wZ72cT6pPBAEmaQMYXhswj6JwwBjousBu-863WaZ28tcCP-k6L1V8NYTbeuA
67,bADEzqcPuI9F2kLQu_IG9x3M3rT8HNDA5GiVee26TXICWjuHOKYF2gdd2P5NRtK8oA-i-uaZYEm5oQ
68,mWgT4DU5DpX93cbWfeWjeMFlZ4q_CLGPdegkYfgMPBnHjrNvxaXaAOoeckeAUebHbWdJHZef4neJPg
69,laU0o7he1HKiCR7LyiOrCvUwxIrnxqDlAxv5xfTCNqyW0K0BuwrLwD-3GkONo5EUGzit1VPzj1sYFA
70,O3y8icqZTP8bZPOQkwR2Qj2J84UoWL7GZkzPBVHTnn2GYNcszCEBchoWFK6ZOmlO-km9Q3RnJ9lFvw
71,2LAudBzCrma9MpX-H67xm1KpWCRMlDnZPgV3ex0_h_518NkV8H6uihGXUbtRc4bJFw1_JKBUYlonVQ
72,UL8wjRmuz91FHxIvhM56V-Sl4-fiLZY2tbx72LvjqpXm7K1boZ9mDlyu5JJkd-vHbyOZHrL4amT4YA
73,HGXu1FtwX5AuxatrXsc3vKJa2hn-QpzZNmhT4cF4amoYg_MdylgKxODUvHAwi2PBSjqp5l4CxPlBfg
74,p4yLg5rhR7zBDY7dDGxCFV2EIOnw3uE2vcAP1MC2CqIj0yPDbqrjtZeic92fhabTlrLTJZwtAXe-Pg
75,XJAVykhxk4HdCDP48aMAqADhlUlfWism8iGS70dE3ad-l7W7vlHXz1-E45Ik-KrJdbDJbERZugOlmA
76,LKcY-3WozaQIKnzfIl8WJXXo8-PgU5wgtiIjbUttExj4nzOZOkpedtWy-izabn1gtTxfcKVMGs3iYw
77,cz-bALIkzeq0hld3rrMYznqnXZ_elZ2_qRTbvh8wwL7i4sCr0BCbuosiED1BkVOAh6XFGYw6jJzaYg
78,21r2N7dbcmX5pqqibKzEf-oWTuKgT-0m_vDcwjjEcTnNNDmtvJfmnQqVklG-ma842BD7RBiXe-207A
79,3LD2DLpJGqnynfyG2GS6Ap79S8n-x2fUhfxYZVA6VLxAJSwwXEHti1LnT26TQp_6bLA7ZBKk3Nq1Bg
80,ScgF3V-eZhJBlg5ehNT1kNE5TSMCJBg1KIs5GzHnkDL03DstX8tT6-9CPRkAVUOSqR4tpHq84yoH1w
81,WvI03X_ZObkq4Sw4iaKtju9eUuf6y04_Ci3Rx7p80qyBwA6ji2EMbNIEvGb9WyJv9719qqrsLCVZ7w
82,yUweifLHy5C5zw1qnIjYhJc9M1OWkd0XUdH-BTEzLxiXSplqOIUljNH0D7Bb1FyWxn47rXvMk7eQPQ
83,6_X7CYq3E8qPBNTYx5nmOTqNQlFEYt3Ak67qjo7x_Wcnr2JykxN2s-lINis24ukrTcA8E1JS_298rg
84,_5RNCwiOJ7dcih2y9tUdCOdcsJDsNXqpbSDYLV8pV83ycZAIP-QllvgmbfP41H6ngQP7iWHUaRHyIw
85,l7xCSnf8QA2eaUZ2lRubCYd8WHgHWtnLfVdkZk0zVJfDExUkhRdNnkWvah3oyuufLIqsj4qgA3nHrw
86,qd-AwMKJi4Iu_A_cGLDlB6zQzvzFu9yPFujPBcR7N-cgLsb3B7RcJ--5Ear6kgH4LJ_Ces-b9OCGaA
87,_OiSqoAuP7oZETYjMQzHW1Y36JSSzl9qyb7QxqYTJfKwC-7-DLHxbhPyxBHkz8XzPVZtZiMQ0jjnEg
88,b_O8OUV6eeAWczf4BIFCohYPk1-RwlwUQtHnogUBlRgjgOjkGefFG-U86tpd8k-KOQ_ibHBnvP95Cg
89,0qYTvS-T-cSwZbtJZfKc7__kmVenpU2bLKWIrFYEhR6NWiOOmdmcGJ7hoAPdK-QYoEn8NIYzD3Wwhw
90,-wTaOnlhMJVk0NdBop9tGSYcCubqlkGLG0ofkq2PWKBbVIzRsFLYGvoDRxAkgXNY7kJhEArhK-fk9Q
91,gEAg_fYjIHXXrsl2QKngesmJn2QaoublPhobX1Ek_HdwMeBwNx1SMegFo8AZNPLu-J8MLeSJQ6vT-g
92,-niKjNXePVa4rY9xbbZicpzz1FyFMEA_zB4tl56Gf7n6cXPDPFTDgvI8nEFCKcZWOTEgLSey2JJ7gQ
93,Maa6_B6Q2YWzmwP8PFqH65GnI21wAee4TVC7UOWSQAYcA3QWyHr0qq3Y7J0gPyMWc2fP12FPPqLYvg
94,0y6WvN8tHOOaxZImrqvJsciMiXoITZcPX1cRV6iy0CVVSQDA4iwgHnlbkcbCPDNQdPYjqbsHKuQutA
95,LlmCFod8ldyVbqMGuTNSqTq1Q0yZEP4_vIeOIiNcXqOmQKvBAmNhy1MZRgXPWMyWlantRl5WNPElZg
96,whR5oPLX_jXd3xpPT1afvkRjQUaVczrQLi2TQ7RZCbbCieXbLDn-XleRQUtdZjQ0reajEWMFnvw--w
97,TbDzB649ZE6Ao_F2_lVWTQo1ZOR9guYx0WE6PZ1QMoaB32FS9Ym6Djud_lqh4-EeNmax_RV3Fdzi7g
98,-s48e8ZkK-kiegs6vdLowjzqmBp86WxYvA8PKw5sCVqZMH5SbvF16c9wHb_9hj04-twAjg0FEVNr8w
99,a6_97O3ZBUesfCf2B-ZsfFYS9ojKfFTN_Ipi4sEDQIwCfnm_UBOtaSSGN4Eji5Bi5-C-htqjyekIdg
100,8LLL0nKavGiRM0fUGIKFZK6Hyasi076_9bPqL1upIArv8y5B6zZbEMaI9YRzjRBuOHz35d9BN4aZVQ
101,A-fOniIvCXZJtaJlfdWL63J4SQXJO3NyoPo8IQ9Fhx52rAE9lgwGsMI0cYBwEYZaU2FfJ1_VLjX3mA
102,1kEstSJyfzJHFkldicSWedDhtc_7gYFhzLlWA9vc_Zgvp5OTOKLVSRqQrT0YATy_4N0S0t8Ptvm-bA
103,DQIHb0vJs-adHkAjZKnu-NQkOMnrWTwUfQsZ8OxPlWsbgCOaTjz5JQfnlfToouIUziytx28H9NUI_Q
104,skaCn6EL9IYOO2rG8X4Xwpb-OO2Bacy55-Gpff-Xu0D-nSTuM2pWv8TuqirIU3IpX6wYl0D-AWUAXg
105,Z7fV9jSAgtxBDLUqsQWEXTeUT3PD4XCu_z9i6zhb32Eun17XKv9vryjbA-ReTC5AoJIyOnDg6P3Ckg
106,Dui4lzq-DMBufwFQSrrrF-rSQ6xM5Prx8clj5dCmQ-wjQ9d86GooWNUMK9NIAdayOZedlGv9PuEBWA
107,X_jES_Q1dKZ5JvIG4kEl9gHAMytZXd1V-2xIRAClyubrbS9e1eG-kGV1-on6NvgDMHrzHQvgfXi8bg
108,aHMOPu3f37SxEE2yBWsj9XoZkqbQGurtwLgciQvMj6P9-UVe-2HAEfAlyyz_odIqLGXdwGyZRLcfWg
109,4yzLQfVDo3haJNx-OE4ts_yrzwI251058tNeqslRppuGq2NAAzEBENFVc-_PteX2VGRq4DAgaJgs1A
110,D5XzRJjpxyESFAmZf6KccTrJtekvuNcmtj1NonDWxX3CA6cW9CqCfnK6-74ES73IRgFELInzz81hXw
111,0lsXT9PugIkQ_4uwnquCnhQFbnVv3wfB9sPH5hBtMgohOpw8Jexy40iJh2gBi6amZeJX6zRQzPDc6w
112,naPQmxQGOc_npJ5T1mpTUlT-_xG3YNG26Kd1stS38rPLbcZXN1qsdKpIRo2LxuZ21HaV-m-Lwn4W5g
113,ON2W_fbcRQ3VNDF0hRXCm5jyy1_y3zrAiAJV9pBrQjkOa_Ax6EoWIY9K9RAdyIHShhdijjw8afeK7g
114,8iwrj_zvVFdKe0qWRpK382PFAygMngQpjgWJxQXikf8eoc8n-hQ4SsZGJCKrYFah3wvjwBe8jyA2oQ
115,7QJvFNkEpBw9ZUCs4G5iZRfqgDmZ8C1SJeCoEiyubW1NkDcz-Pgoo3uja-UB519QEyOOqvkAxD5N3Q
116,EKdCWGPtjceer8AXxDvU6G0NKfb0M4SO6zs3NbM025SXnF1_qN4V70N9oEY5eN9w1E_mPfos2HX1_Q
117,wNJT7ce8n0rywHa9luwkJqE6HniHOMEoV-RygWuQWUw9H4w83ZYtGXapws1KYzY_65LbSmFjPBx4mA
118,DStnKa-mhsfaByEOUAtsvP6eVQC_D1paXOZI6BgRh-kMGJw66qW7jtv7sFh-q1jTgUAejvXS_tnfnw
119,AoH1e3juGBJ2vYpXeej8DrDxJoROeHlasZGH59W0ACN20srTzpfPWM0XEkuucJpocdCFvWusWdrZUA
120,T4PtABhk1WiQ168akpq7bXkGyJVAynH1oH1oV9OZdkzDM03AZk8x15vTgl7MraLi1aR8X_wYN-xtTQ
121,Iir2ghG0QGtI4oU1BURYlQMkLfroobycKnTpcL0hUp0c6NfC9UxI-BbmW3elqJtZbsK1Uh4yo6B6rg
122,pgZaGDY0aupxNMR8sE9cFUKvjDkeUGx89uyJhRI3rB0cbJ8sGVAOV17mPh0Q46mV9Hj6NbHuyqbNEQ
123,cVfm3bdyuSUmHtcOlIhfEBTxfOHE4zk7rSnIjAnmxA4Jk46LdLWK2rOXjWnZkzUsq7qfuu6MDwsrag
124,buKAWBUFnQ79qbVhJ0Yx8pe2Hbx546ODtDp31pGgdX7EsRhu6VGut1gUTFVVSVELso8EOpljoPehAQ
125,8aEHp-G4jJSatV-CXMaZqI6zgNkW6yB9rtTXqfBLrjJxorSXgYGjiDyAq1Jkit0C6743xhKriHAndg
126,L9AV3VmIs1Xf1HkbL4YdzC5ZpqhMtIjKR3BTQ9o2sSn_I2Kk8gUbyIIOeBpHQvQhTdUyaiaGGHITbA
127,ssEW6CBce4e5DY39O3Cfcj73zsIGQbiFO56b2wND4v7gljKLKCILk_ztNJloX5HrDgQPg8CvpWoc0g
128,M1UEN17TJogkZYTjrKChmARQUieQ1Mc4XciM75hDEJU0Nf-tTqoPbKjwtQW2lwf6BPSC10rfm4prYA
129,JGSAQvTyU_efiIIo7d9Joo-Zb3ibsDVpT88HNK3WFpjtQceeoJzHUqmD2SW385AZlbKdUOpgsL4NEw
130,P_y5Z_sSOTnG7KxYj3YhUcrpNu_iz-Z2ofvixnprQ72qhiJsJRAdD78CmVoUbUnYuETK1s1DXn9uqA
131,O7Vy_nHInSQvEli_j5WpVS8rCGE-iYCYNRQmRIzqkl0CKTYFLZz0VDIMRaRdGb8Oe87LFDkNt-bpdg
132,Dd-BpGQa-F5oPGltXlBxIyUlQHLWYuEEwPk7iikBA00sDq4u8JZ1jfbDH9V3yEVAzIFG0Z102O_Fig
133,Hh4vdeeUC6C2hyOp9LaYLSNRj0m70S2H3_diax5GOc9gbPaJYWvJo8DAhTJfnftkG6i0r2yjNiMmDg
134,iNYLXJ51exCgKWXNyv5xxPfF7fVfa8N7q-XZPrp5Yvd60hqfaaY0Td1bWo1fIZX3ttF2ShaKgbhCmQ
135,xd1Bot-9_ns1Vlr_zIn0hb1uaoYNlRRh1OXTPkImcgrRZcOOc_D44iO_ZsWoZAhoYb6o5GZxHdGipg
136,NrGBLeREBbsp2HK0ptsajr8Dy4Atawky4X1CckJ_VXmupv9fxbyxfB6yMi3j4jy1u5264BKjuBW8mQ
137,bbJ-jqkXMIakj2JDLUublmg1NJYhlsmxPbt4CpQyLKucEfCzJvDjV43QzVJETUoQu2gzQTriWPWZXg
138,bwLEkVzDroqOp2lLnRtPjJ_4db6JWXLaoYkcvCnOCv9Syml1SuaKYxZ8V_5vVIQz7tOso2Y439eNug
139,HLPaLgTQ35pP0XAxMLmWjV4V78EC8uODgG4Vd4nf2v7pfoYOlal4OCBZlrKgg5U1ZzM7N8DYcCOEMg
140,jr12hkFANLw7Fr3TFx5-Ntv4bYsgdJRTzj9iXnnW1940P6zmAd6FeKpzhI8Zj7ScRWCnG2U2qhFUqQ
141,5bk1M_L3UCLz4-HHUZc4ki_0rFncRT1uOQHnFHDwN9YShRUrGAkwjiDLsVKKEAU3di4tt-VVCExlSg
142,a6uPgdjt-wG1oenOrMRj8shGcl53Q1FEDOtZJO7JXmIiYXpvrHhdWFZkWIgf8BsPdgnd83d2EynatQ
143,37DghRCoQgSKEO4SycxFYWviXwieFTGwht9-MYTrOv_zZBlQOTUAohgkH-VT-QuYf2NS4xF5OAHciQ
144,UZT7zfHyNj-HyU0caYfBRSmJMp1Y0w6vHurmJK4w58xDWsU4_JoW5d8W6k7kARx9aCifG46cZsADEw
145,WhKr3eRriRqsMOOZcTmH7stN_TJbq9n9uf3kQm23N1zHo5uYuqT1Fzrjlqf4N31iQ8wDbXvXyjNRZA
146,VcsIHF3G_6Z3psRqViOuBFnEcB_3kJE1LqYhuLisy-QoL5vOgnZyBcJnSUOrongZCv0Saf9sfB9f8A
147,eqvyYW3MkBax33dqUDJdyOuOIuCj4Dv7tF164U7ncMeGmbUTD8vH9z8HozRSg8KPLhLg50j76TNsBA
148,F-FiJRlPrm14vp73vFVxk5nDI4VoYYWIUY22ZbDT7dJ1F8cLF2R-kemr9bQeVb5X6xVBiJRmtRNK5w
149,iBrfofnW780AkekoDwP_heK2bjuCD_KYiHj6RsIYg69HCjozrDTcf0OMtiKZYJi-rnQ_JcLtWsCnSQ
150,Pl2sDaZx_F3BRfoJHLQDvitLp39a1HvHi1-H-AjdXrarkyzFMsakmlB_CaosmGzn7NzIZ1ivBiICLQ
151,HT76XztsuJQhMB3OLQ2AiD_xOmX7pkhnn_uAtKGbmUX9PyRENLF5XXCFuJ2G3qLVhmXRBpH2jLwemQ
152,cEJACnrIxmQ35xwJASnHn9HI9G9KQJhE5o94noP4ztN84Fl1aEi3mhy5qPVpqvnEYEtoN16b67I8nA
153,Q0qc9R7JCswLdoN8qZWRAtD9KUiCthfhsuyCjExjLu6jPXAatDgMgyYZb2eVEcxNjTPKsMyB8oXK5Q
154,AwPU-WWbW8Vc_7wcA0DPgXy6RSZMfsVlfKyvTN7LM9H8WBXAzwY3Fu-k1lyvwy3X_r2l9MbymJP2Rw
155,iqhCFEPpl3KBejt3kEAq5DtKMZxkmJev0MpI7cKVKuVwH4owKyAOtwJmil2hsVrqblVwAwa0oS__mw
156,0oD5cHQIfV3dBt1C_qn0keRsBnqbuYcc2h2ONjyeTVQBJLbYMrmLmVrS-GauyC5-MTU6YoIilyYpMQ
157,8Vqy4S1jgWOwiatgp3y4DSV5QbKxpyGT-c3MoVAflSGAJFX5f_xoGBnS2qm6JjDeTabju226xIdDEQ
158,gdNqdC7ki8RHtFviiHSRW9Z1l-Hb9erYtRqIWQGF3gqvHd5G4BJXVenP14uXbh0OZibNAP7KQyZfUw
159,vMZtb-beHBosAnsIbQTIN4pc0fOveAdHyr8ZReg6H4nxWxPbpcmP2GGzvmMm4tXFol26t7202CuKXg
160,Vzuua5TvOwkeMkKKsth939Vy4Bg1yYJznrw8UJ5D0NdED2yBAHOJQkPg2V8nqrO5rCboMcBvtz25eA
161,MHo5EtQRCvSCAFw7p8o5oUsNiIsKOrThgh7XakcxD6onb_dHdwtR8fukAMT5OsnFoOudzB6kTcMdlg
162,KL_K5SDKVWCZDVCQaZnjMm_lIgdGPkVtJacsFTIHhIJU_6tFI55two0VA5AuNLEViyAUZmxHwXfS0A
163,u94quTf4yqB3OZ_X6aqDPRbxIG5nRLppzhADlVql_wH-upVqAhMj6fzjW7onFYzUmnR2qYuHExEa4A
164,adg4-ps9b71sT_9U5nAdegiOGNJzeITTzkrrh4ME0Rt5OiGbUoZH1_29SFxcbdWrNiNmbpT8ivpfSg
165,4PDGKEU3zPvSihpaFaf4W_kV8QDjaFegaA_D7BYuFsqfFORBAU-trDJVXFDlmWgITAhk4DgxR_s2rw
166,1jJI1FCiB2pRqKyeD8RDE4xD8XJEDx8w5CmmMyX4ioj7C8Yq7k4vZwDctSGqU6wiIzlEgOMjvug66w
167,IfOHfLCFI-o-cnylWZD7QJ1_U3h0-ttE0nw9jgJfileBwoeeV_Er0ppGQ-cmZl9Fk955ZhARyM85-g
168,AE83p8E4YWIsDD_5jRTycRe9_p9cGziFLBGKpVsAfIz2V7vQF_cPbR5GB4pq7ITRgRmZK1qVP7TKow
169,YSYOPNJgFyu-K_QSgplBxCPM3Ww8qCDcYU0JrRZNflXvXSb91VSK4P3bxGddZDTakw8pSOQzEyyu7g
170,4l_YU1XDilweazJGlFKXpnMS0Ih9OQz3jVZoTwZbFIviu7g6gwkAPRnXjvi0p9j9XRqEIL4oj6PlTg
171,efXZj42VcDBzJEUTUoIfx6wuXqNOA4KRDKw3CcQ8NZqDwW3yIL0E_EK1_bd-lB0GtZAHKbax6oCjDA
172,uIJHQIMxOL_Fwccq0d9yWexB6hZeNJ4VNP_NwCn6chTIc36dAGWDj53tM-0-BARSHyEaZxcFTM6hNw
173,erov014XQD5MG8MDGMXtEjtQ1xybyiTaF8qLGALDHP8I7wFurZmF_BQ3MexIhNg8odhad0_NNsgBqg
174,-zWWeGKw92e8-eWIdRnW31gN9dmjNAmhirLAvZML5c0yWpl8j6MmwtPT7c70SIQTYnroXYLLE4hQZw
175,kclFoq7oLXd2XTS70tPO8PckuBwLbz4ad7o3XeBHMoVsj5GlFnYg65rzp6xcPIw2FGXdcOZ7IpddYw
176,nVLF2OdpwWFn8gqhn385MIAj9pqrHo92gOwbbAG_d1bnHI2bIfZnLkSfxIi3ErFDUVN1cwQzetLaJQ
177,LEdZad9fQ1aaxHXqhVjK76EkxhxdI9cjT6M4cN4t0OzrQu_0Zv4f0Kv8lvx0ecijbsjn6z-VdIe1zA
178,RPl4ghGWs_teol9EQHoSHf7BWqjwgGcYRxerw7Z3jzFwtKE50eJGPGxmEco2Hm5xsazJyiSGRigPZw
179,bYEJCJ0-uBMtb-qkCLsrZlz_N6VvkvH0HhoZKAwSVXJiW0uXh7APMXtu-FzKlZ0Rv_W8c7waSrivqA
